id,name,host_response_rate,host_is_superhost,host_identity_verified,neighbourhood,zipcode,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,number_of_reviews,number_of_reviews_ltm,review_scores_rating,reviews_per_month
2467757,Right on the Beach!  Private bathroom.,100%,t,t,Ocean Beach,92107,t,House,Private room,2,1,1,1,,$70.00 ,455,81,98,6.4
2477615,Prime Waterfront Location on Sail Bay!,96%,t,f,Pacific Beach,92109,t,House,Entire home/apt,12,3,4,8,,"$2,039.00 ",49,28,98,0.91
2479263,Perfect location in San Diego - Longer Term,100%,t,t,Little Italy,92101,t,Condominium,Private room,2,1,1,1,,$90.00 ,90,0,97,1.33
2483060,1 Bed in A Shared 9 Bed Dorm in Little Italy,95%,f,f,Little Italy,92101,t,Hostel,Shared room,16,2,1,10,,$32.00 ,123,26,94,1.79
2487317,Special REDUCED PRICES from April to mid June!,100%,t,f,Golden Hill,92102,t,Cottage,Entire home/apt,6,1,2,3,,$182.00 ,148,17,96,2.08
2493673,"Casa Ballena, Luxury On The Bay!",96%,t,f,Mission Beach,92109,t,House,Entire home/apt,14,3.5,6,8,,"$3,169.00 ",22,14,97,0.34
2493692,Lovely Bayfront Beauty B-15,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,6,2.5,2,5,,$395.00 ,6,2,90,0.19
2494569,Cozy Coconut Cottage with A/C!,96%,t,f,Mission Beach,92109,t,Townhouse,Entire home/apt,6,1,2,3,,$840.00 ,15,4,93,0.23
2495375,Beach Keen Townhome on Jersey Court! Steps to Sand,96%,t,f,Mission Beach,92109,t,Townhouse,Entire home/apt,8,2,3,5,,"$1,009.00 ",13,5,95,0.23
2495531,Cozy Condo in Hip North Park,N/A,t,t,North Park,92104,t,Condominium,Entire home/apt,4,2,2,2,,$124.00 ,41,11,98,0.62
2495693,This Beachy Townhome is a Shore Thing!,96%,t,f,Mission Beach,92109,t,Townhouse,Entire home/apt,8,3,3,5,,$632.00 ,18,1,93,0.27
2502282,"$110/ Convent Ctr, downtown, zoo, museum #6",89%,f,t,Golden Hill,92102,t,Apartment,Entire home/apt,4,1,1,1,,$110.00 ,40,7,89,0.58
2508568,HUGE 2 BR/2 BA Mission Beach Condo,100%,t,t,Mission Beach,92109,t,Condominium,Entire home/apt,7,2,2,4,,$225.00 ,246,46,94,3.5
2510166,Master Bedroom in a modern Penthouse,100%,t,f,North Park,92103,t,Condominium,Private room,2,1,1,1,,$89.00 ,40,8,98,0.65
2510234,3 STORY LUXURY PENTHOUSE IN HILLCREST - 3 + DAYS,100%,t,f,Hillcrest,92103,t,Apartment,Entire home/apt,4,2,2,4,,$440.00 ,10,0,94,0.14
2521518,Steps to the Ocean,N/A,f,t,Ocean Beach,92107,t,Apartment,Entire home/apt,2,1,1,1,,$98.00 ,4,0,95,0.06
2528690,Beautiful and Unique Canyon Home,100%,t,t,Talmadge,92115,t,House,Entire home/apt,6,2,3,4,,$275.00 ,26,7,96,0.4
2539600,FUTON(spring mattress) and COUCH!!!,N/A,f,t,Normal Heights,92116,t,Apartment,Shared room,3,1,1,1,,$52.00 ,1,0,100,0.02
2540298,Spanish-style Guest House,100%,t,t,North Park,92104,t,Cabin,Entire home/apt,2,1,1,1,,$99.00 ,369,51,96,5.19
2546692,"Modern, Garden Studio in North Park!",100%,t,f,North Park,92104,t,Condominium,Entire home/apt,2,1,0,1,,$109.00 ,25,6,94,0.36
2547043,"$110/Convent Ctr, downtown, zoo, museum #7",89%,f,t,Golden Hill,92102,t,Apartment,Entire home/apt,4,1,1,1,,$110.00 ,21,3,94,0.31
2551607,Fabulous Beach House Pool and Spa!,71%,t,f,Pacific Beach,92109,t,House,Entire home/apt,6,2,3,3,,$480.00 ,102,21,97,1.46
2554063,1 BDR APARTMENT/UCSD/LA JOLLA,N/A,f,t,University City,92122,f,Apartment,Entire home/apt,2,1,1,1,,$112.00 ,1,0,80,0.02
2554184,Ocean/Downtown/ San Diego Bay Stunning Views,N/A,f,t,Park West,92101,t,Condominium,Entire home/apt,4,2,2,2,,$200.00 ,2,0,100,0.05
2557750,NEW Penthouse condo in the Gaslamp,0%,f,t,Gaslamp,92101,t,Condominium,Entire home/apt,4,1,1,1,,$135.00 ,2,0,100,0.05
2557810,Luxury Loft Located in the GasLamp!,40%,f,t,East Village,92101,t,Apartment,Entire home/apt,3,1,1,1,,$130.00 ,0,0,,
2575335,Sep private Masterbedroom/bath/Ocean view,100%,t,f,La Jolla,92037,t,House,Private room,3,1,1,1,,$125.00 ,102,17,99,1.53
2577880,La Jolla Exquisite 1920's Estate,N/A,f,f,La Jolla,92037,t,House,Entire home/apt,8,5,4,5,,"$1,430.00 ",0,0,,
2579379,"Simple, yet cozy modern room",N/A,f,t,Park West,92101,f,Apartment,Private room,2,1,1,1,,$90.00 ,3,1,100,0.05
2582718,Cozy Studio/Flat Steps to Ocean745.5- Sleeps 2 BBQ,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,2,1,0,1,,$100.00 ,9,1,83,0.14
2592850,Beachy Garden Oasis,N/A,f,t,Point Loma Heights,92107,t,House,Entire home/apt,4,1,2,4,,$102.00 ,9,0,91,0.16
2593335,"Separate private studio/own bath, ocean view",100%,t,f,La Jolla,92037,t,House,Private room,2,1,1,0,,$115.00 ,103,31,99,1.55
2594607,The Hohe's (HOY) Beach House w/ AC,100%,t,f,Pacific Beach,92109,t,House,Entire home/apt,6,2,2,4,,$360.00 ,30,4,100,0.43
2598921,Contemporary East Village Loft,100%,f,f,East Village,92101,t,Condominium,Entire home/apt,4,1,0,2,,$80.00 ,19,4,97,0.27
2606578,Central San Diego Location: Private Patio & AC,100%,t,t,North Park,92104,t,Guesthouse,Entire home/apt,2,1,0,1,,$81.00 ,378,71,99,5.52
2607752,Cozy Studio with Private Patio on a Canyon in Mission Hills,100%,t,t,Mission Hill,92103,t,Guest suite,Entire home/apt,2,1,1,1,,$95.00 ,214,42,99,3.21
2620322,South Mission Beach Zen-Like Studio,100%,t,t,Mission Beach,92109,t,Guesthouse,Entire home/apt,2,1,0,1,,$195.00 ,308,73,97,4.37
2633036,Elegant medditreannean Studio by SDSU & Stadium,100%,t,t,El Cerrito,92115,t,Guest suite,Entire home/apt,2,1,1,2,,$91.00 ,41,16,100,1.02
2636301,Stylish Canyon Home Central to Everything,100%,t,t,University Heights,92103,t,House,Entire home/apt,6,2,3,3,,$249.00 ,79,12,96,1.29
2636761,Romantic room under the blue dome,100%,t,t,La Jolla,92037,t,Dome house,Private room,1,0.5,1,1,,$100.00 ,53,15,95,0.75
2658016,La Jolla Shores Beach Landing 2 Blocks From Ocean,N/A,f,t,La Jolla,,f,Apartment,Shared room,1,1,1,1,,$89.00 ,0,0,,
2664145,Fabulous Mission Beach Ocean Front Condo,100%,f,t,Mission Beach,92109,t,Condominium,Entire home/apt,6,2.5,3,4,,$500.00 ,18,10,100,0.31
2678376,Town-home in the Heart of Hillcrest,100%,t,t,Hillcrest,92103,t,Townhouse,Private room,2,1,1,1,,$59.00 ,181,35,99,2.64
2679898,Bayfront Paradise M-4,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,6,3,3,3,,$510.00 ,0,0,,
2683657,Balcony Room in Heart of San Diego!,100%,f,t,Park West,92101,t,Townhouse,Private room,2,1,1,1,,$68.00 ,277,42,95,3.95
2686765,Diamond! near SDSU  (Long Term Very Welcome),100%,t,t,El Cerrito,92115,t,Condominium,Private room,2,1,1,1,,$39.00 ,57,25,99,0.86
2693032,Bayfront Paradise M-1,100%,f,t,Mission Beach,92109,t,Condominium,Entire home/apt,6,2,3,3,,$565.00 ,0,0,,
2694364,2BR Home & Garden 1 Block to Beach,100%,t,f,Pacific Beach,92109,t,House,Entire home/apt,4,1,2,3,,$150.00 ,269,32,96,3.85
2695376,Private Ocean Beach Cottage,100%,t,t,Ocean Beach,92107,t,Cottage,Entire home/apt,4,1,1,2,,$114.00 ,287,53,97,4.1
2695464,Penthouse studio in the Gaslamp,0%,f,t,Gaslamp,92101,t,Apartment,Entire home/apt,3,1,0,2,,$99.00 ,2,0,100,0.03
2695883,Bayfront Paradise M-2,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,8,3,3,4,,$710.00 ,0,0,,
2695962,Bayside Paradise M-3,100%,f,t,Mission Beach,92109,t,House,Entire home/apt,11,3.5,3,6,,$710.00 ,0,0,,
2701049,Cozy 1BR/1BA in PB (NO Extra Fees!),N/A,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,4,1,1,2,,$99.00 ,10,0,88,0.15
2701245,Pacific Beach Haven-close to beach!,100%,t,t,Pacific Beach,92109,t,Townhouse,Private room,2,1,1,1,,$85.00 ,26,9,95,0.39
2702647,"Location, Location, Location!  Bankers HIll!!",100%,f,t,Park West,92101,f,House,Entire home/apt,5,3,3,3,,$215.00 ,9,8,96,0.16
2707639,Bednbike with private balcony,100%,f,t,Golden Hill,92102,t,House,Private room,2,1,1,1,,$33.00 ,180,42,89,2.72
2714235,Amazing Condo by the Beach,100%,f,t,Pacific Beach,92109,t,Condominium,Entire home/apt,3,1,1,1,,$165.00 ,27,24,97,0.39
2728423,Private Room in The Heart of Little Italy,N/A,f,f,Little Italy,92101,f,Apartment,Private room,1,1,1,1,,$150.00 ,0,0,,
2728811,P Beach Granny Flat Ocean View Deck,100%,f,f,Pacific Beach,92109,t,Apartment,Entire home/apt,4,1,1,1,,$139.00 ,131,34,90,1.87
2730356,Perfect in Every Way! 1-BDR APT.,100%,t,t,Serra Mesa,92123,t,Apartment,Entire home/apt,2,1,1,1,,$85.00 ,327,64,99,4.79
2745854,Downtown Top Floor Studio,N/A,f,t,East Village,92101,t,Apartment,Entire home/apt,2,1,0,1,,$150.00 ,6,0,96,0.1
2747722,Spacious Beach Studio w/Air Conditioning!!!,100%,t,t,Mission Beach,92109,t,Cottage,Entire home/apt,3,1,0,2,,$135.00 ,273,58,95,3.92
2752141,Family Friendly House with Pool!,0%,f,f,Pacific Beach,92109,t,House,Entire home/apt,6,2,2,4,,$350.00 ,6,0,93,0.09
2771788,Awesome North Park 1 bedroom Condo,100%,t,t,North Park,92104,t,Apartment,Entire home/apt,3,1,1,1,,$120.00 ,150,24,96,2.18
2777781,Historic Gallagher Home (2),100%,t,t,Park West,92103,t,House,Private room,2,1,1,1,,$90.00 ,53,5,98,0.77
2778530,"THE SHIRE - cozy, quiet, location!",100%,t,f,University Heights,92103,t,House,Entire home/apt,2,1,1,1,,$69.00 ,228,37,97,3.28
2801479,"Snow Birds Paradise! Golf, Swim Play in San Diego",100%,t,t,Rancho Bernardo,92128,t,Townhouse,Entire home/apt,6,2.5,2,2,,$135.00 ,173,35,99,2.55
2812322,Gorgeous master bed with ensuite,100%,f,t,North Park,92104,t,House,Private room,1,1,1,1,,$120.00 ,24,3,98,0.35
2842251,Lovely Guesthouse in garden setting,100%,t,t,Talmadge,92115,t,Guesthouse,Entire home/apt,5,1,1,4,,$140.00 ,131,34,100,2.56
2847699,"San Diego central, Mission Hills with parking",100%,t,t,Mission Hill,92103,f,Guest suite,Entire home/apt,3,1,0,1,,$100.00 ,80,3,98,1.19
2856329,Spacious Designer Home ~ 3 Blocks from Ocean,85%,f,t,Pacific Beach,92109,t,House,Entire home/apt,11,3.5,5,6,,$790.00 ,2,2,80,1.3
2864068,Spanish style courtyard house,100%,f,t,La Jolla,92037,t,House,Entire home/apt,8,3,4,8,,$344.00 ,32,7,95,0.48
2876212,Spacious Gaslamp Getaway!,100%,t,t,East Village,92101,t,Townhouse,Entire home/apt,6,2.5,2,3,,$224.00 ,130,36,99,1.9
2877472,Mission Beach Condo Great Location,100%,f,t,Mission Beach,92109,t,Condominium,Entire home/apt,5,1,2,3,,$300.00 ,18,7,98,0.27
2883218,2 Bedroom 1 bath apartment,N/A,f,t,College East,92115,f,Apartment,Entire home/apt,6,1,2,2,,$160.00 ,0,0,,
2886805,Del Mar-Light and Bright TownHome,100%,f,t,Carmel Valley,92130,t,Townhouse,Private room,1,1.5,1,1,,$75.00 ,9,1,100,0.14
2886898,San Diego Historic Victorian Private 3-Room Suite,100%,t,t,Sherman Heights,92102,t,House,Private room,3,1,1,0,,$95.00 ,273,38,98,3.96
2902779,P BEACH 2 bed house Oceanview deck,100%,f,f,Pacific Beach,92109,t,House,Entire home/apt,6,1,2,2,,$249.00 ,18,1,87,0.27
2908382,Private Casita with Reserved Parking in Hillcrest,100%,t,t,Hillcrest,92103,t,Guesthouse,Entire home/apt,2,1,1,1,,$75.00 ,242,61,98,3.5
2917769,Mission Beach Home by the Sea!,N/A,f,f,Mission Beach,92109,t,Townhouse,Entire home/apt,8,2,3,4,,$395.00 ,33,0,92,0.48
2924888,Peaceful House & Yard for Family,N/A,f,t,Fairmont Park,92105,t,House,Entire home/apt,6,2,3,3,,$250.00 ,1,0,60,0.01
2929077,Upscale Loft in Vibrant Gaslamp w/Gigabit Wifi,100%,t,f,East Village,92101,t,Loft,Entire home/apt,3,1,2,3,,$139.00 ,12,4,100,0.25
2934653,Beach Front Condo on Boardwalk!!!,N/A,f,f,Pacific Beach,92109,t,Apartment,Entire home/apt,2,1,1,1,,$100.00 ,0,0,,
2934995,The Perfect Get Away in Mission Bay!,96%,t,f,Mission Beach,92109,t,Townhouse,Entire home/apt,8,2,3,3,,"$1,513.00 ",15,3,93,0.27
2934998,"Pools, Sauna, and Gym! Beach close!",100%,f,t,Bay Park,92117,f,Condominium,Entire home/apt,4,1.5,2,2,,$115.00 ,29,1,92,0.43
2951220,Lovely Bedroom near Airport & Beach,100%,t,t,Point Loma Heights,92110,t,Apartment,Private room,2,1,1,1,,$69.00 ,216,25,98,3.18
2956102,King Palms (Private Room),100%,f,t,Ocean Beach,92107,t,House,Private room,2,1,1,1,,$136.00 ,9,0,100,0.2
2956374,La Boheme Condo in North Park!,N/A,t,t,North Park,92104,t,Apartment,Entire home/apt,4,1,2,2,,$125.00 ,15,3,100,0.28
2959224,5. Remodled very clean Close to Qualcomm UCSD,100%,f,t,Mira Mesa,92126,f,House,Private room,1,2,1,1,,$33.00 ,263,0,96,3.82
2965336,Tropical Oasis - 2 Blocks to Beach,100%,t,t,Pacific Beach,92109,t,House,Entire home/apt,5,1.5,2,4,,$124.00 ,79,4,97,1.18
2980624,Kid friendly -  2 blocks to the sea,N/A,f,f,La Jolla,92037,t,House,Entire home/apt,5,2,3,4,,$500.00 ,0,0,,
2983487,Fire Works & Close 2 Beach,N/A,f,t,Point Loma Heights,92107,f,Apartment,Entire home/apt,4,1,1,2,,$109.00 ,1,0,100,0.02
2989719,Garden Bungalow in Central SD (Hillcrest),100%,t,f,Hillcrest,92103,f,Guesthouse,Entire home/apt,3,1,1,2,,$74.00 ,62,27,93,2.05
2989832,6.Remodled very clean Close to Qualcomm UCSD,100%,f,t,Mira Mesa,92126,t,House,Private room,1,2,1,1,,$33.00 ,223,1,97,3.25
2995039,Cozy and Close to the Beach,100%,f,t,La Jolla,92037,t,Condominium,Entire home/apt,5,2,2,3,,$199.00 ,60,26,96,1.13
2996178,♥ Best Value in SD! $1M Views; Great Location; Award Winner ♥,100%,t,t,Midtown,92103,t,House,Entire home/apt,6,1.5,2,3,,$279.00 ,72,27,96,1.34
2997167,Upscale Spacious 4 Bedroom House ,100%,f,t,San Carlos,92124,t,House,Entire home/apt,12,2,4,6,,$298.00 ,11,0,100,0.19
3006192,Beach Condo is just steps to the Ocean and Bay,N/A,f,t,Mission Beach,92109,t,Condominium,Entire home/apt,7,2,2,3,,$270.00 ,6,1,93,0.09
3010908,"Kid-friendly, newly remodeled home",N/A,f,f,Talmadge,92115,t,House,Entire home/apt,6,2,3,5,,$150.00 ,6,0,93,0.09
3028994,Balboa Park/Hillcrest Retreat,100%,t,t,Hillcrest,92103,t,House,Private room,2,1,1,1,,$50.00 ,162,25,96,2.42
3039560,"Sunny 2nd Story Apartment in North Park, San Diego",100%,t,t,North Park,92104,t,Apartment,Entire home/apt,4,1,2,2,,$110.00 ,35,6,91,0.52
3043186,OCTOBER DEAL! Breezy Cottage 2 1/2 Blks Beach,100%,f,f,Ocean Beach,92107,t,Apartment,Entire home/apt,4,1,1,1,,$79.00 ,65,0,96,0.97
3049232,Large Tropical Paradise Resort Home,100%,t,t,La Jolla,92037,f,House,Entire home/apt,8,3.5,4,4,,$717.00 ,0,0,,
3052682,2 bedroom ~ 2 bathroom chic home in Northpark,100%,t,f,North Park,92104,t,House,Entire home/apt,4,2,2,2,,$159.00 ,225,63,99,3.41
3060283,2BD Private Townhouse,N/A,f,t,Del Mar Heights,92014,t,House,Entire home/apt,4,1,2,2,,$130.00 ,43,0,92,0.64
3068306,"OLD TOWN STUDIO,POOL, CABANA PARKING Pets Welcome",100%,t,t,Old Town,92110,t,House,Entire home/apt,5,1,0,2,,$150.00 ,35,9,87,0.52
3069140,Amazing Artist Home/Art Gallery .,100%,f,t,Serra Mesa,92123,t,House,Entire home/apt,8,2,3,3,,$550.00 ,6,0,87,0.09
3069431,Bird Room,100%,f,t,Serra Mesa,92123,f,House,Private room,2,1,1,1,,$89.00 ,0,0,,
3069723,Excellent SD Location Great Rates!,100%,f,t,Rancho Penasquitos,92129,f,House,Entire home/apt,8,3,4,5,,$379.00 ,41,0,94,0.61
3080062,North Park Guest House,100%,t,t,North Park,92104,t,Guesthouse,Entire home/apt,2,1,1,1,,$97.00 ,301,62,99,4.44
3091801,★★650sf Modern 1BD APT w/ Water Views★★,100%,f,t,Point Loma Heights,92107,t,Apartment,Entire home/apt,3,1,1,1,,$85.00 ,78,32,93,1.18
3092314,"Great Home, 10 min walk to beach",100%,f,t,Pacific Beach,92109,t,Bungalow,Entire home/apt,8,2,2,3,,$225.00 ,60,6,96,0.89
3093987,Amazing Urban Oasis - Close to Everything!,100%,t,t,Sherman Heights,92102,t,House,Entire home/apt,6,1.5,2,3,,$179.00 ,102,30,95,1.58
3095040,Cozy Casita in Ocean Beach,80%,t,f,Point Loma Heights,92107,t,Apartment,Entire home/apt,4,1,0,2,,$130.00 ,203,27,99,2.95
3096156,Charming Hillcrest 2-br  close to everything!,100%,t,t,University Heights,92103,t,Apartment,Entire home/apt,6,1,2,3,,$189.00 ,209,34,99,3.19
3096262,Quaint Hillcrest home w/ character in perfect spot,100%,t,t,University Heights,92103,t,Apartment,Entire home/apt,4,1,1,2,,$163.00 ,289,57,98,4.47
3096277,Cozy Hillcrest place newly remodeled in prime spot,100%,t,t,University Heights,92103,t,Apartment,Entire home/apt,4,1,0,2,,$109.00 ,218,50,97,3.33
3103133,Historical House Walk to Convention Center,N/A,f,t,East Village,92101,t,House,Entire home/apt,8,2,2,2,,$200.00 ,14,0,86,0.33
3133590,"Cozy Beach Cottage, 2bed w/parking, laundry &AC!!!",100%,t,t,Mission Beach,92109,t,Cottage,Entire home/apt,4,1,2,3,,$175.00 ,171,37,96,2.52
3134239,Downtown female dorm bed 2,100%,f,t,Marina,92101,t,Hostel,Shared room,1,1,1,1,,$25.00 ,3,0,60,0.05
3137846,Mission Hills 3BD Family Retreat,100%,f,t,Midtown,92103,t,House,Entire home/apt,6,2,3,4,,$325.00 ,32,6,99,0.47
3138510,"7. Master bedroom private bathroom Wifi,AC",100%,f,t,Mira Mesa,92126,f,House,Private room,1,1,1,1,,$45.00 ,120,0,96,1.76
3153596,Private queen bedroom in great neighborhood,100%,t,t,Rancho Penasquitos,92129,t,House,Private room,2,1,1,1,,$50.00 ,62,28,99,1.67
3163907,Victorian Style Apartment,N/A,f,t,Balboa Park,92102,t,Apartment,Entire home/apt,2,1,1,1,,$160.00 ,18,1,91,0.27
3166986,A Stay at the Brookshers',100%,f,f,San Carlos,92120,t,House,Private room,4,1,1,3,,$105.00 ,54,4,100,0.81
3167711,Trendy 4BR South Park home with backyard,100%,f,t,South Park,92102,t,House,Entire home/apt,6,3,4,4,,$209.00 ,5,2,96,0.13
3169381,Private Room in Luxury Morena Apt.,N/A,f,t,Morena,92110,t,Apartment,Private room,3,1,1,1,,$60.00 ,89,0,96,1.34
3175848,Sun and Fun Beach House,100%,f,t,Mission Beach,92109,t,House,Entire home/apt,8,1.5,3,4,,$605.00 ,13,3,97,0.35
3177154,Best of North Park- walkable w/parking!,100%,t,f,North Park,92104,t,Condominium,Entire home/apt,3,1,1,1,,$105.00 ,151,33,95,2.21
3183642,Bali Beach house one bedroom,92%,f,t,Mission Beach,92109,t,Guesthouse,Entire home/apt,4,1,1,3,,$99.00 ,26,19,95,0.48
3192233,Spacious Private Room & Bath & Parking in PB (1),100%,t,t,Pacific Beach,92109,t,House,Private room,2,1,1,1,,$86.00 ,134,30,98,1.99
3198657,Adorable Remodeled Bay/Beach,93%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,2,1,1,1,,$155.00 ,43,9,97,0.64
3199225,"""A rare find in Northpark""  Fall/Winter Pricing",100%,t,t,Corridor,92104,t,House,Entire home/apt,12,3,5,5,,$259.00 ,55,13,99,0.82
3200073,Historic Point Loma Cottage with Loft,100%,t,t,Point Loma Heights,92106,t,Guesthouse,Entire home/apt,4,1,0,2,,$99.00 ,272,59,98,4.03
3201026,Beautiful Victorian near downtown,100%,t,t,Golden Hill,92102,t,House,Entire home/apt,6,1,2,2,,$150.00 ,78,16,98,1.15
3202151,The Cottage on WindanSea,100%,t,f,La Jolla,92037,t,Apartment,Entire home/apt,3,1,1,1,,$154.00 ,110,55,97,2.61
3205786,Prancercise Blocks From Petco Park,100%,t,t,Barrio Logan,92113,t,Apartment,Private room,2,1,1,1,,$50.00 ,307,62,96,4.56
3216966,Cozy Studio 2 Blocks from the Beach,N/A,f,t,Pacific Beach,92109,t,Apartment,Entire home/apt,2,1,0,1,,$175.00 ,10,0,96,0.15
3231113,Beautiful Master Bedrm/Ensuite Bath,N/A,f,t,North Clairemont,92117,t,House,Private room,2,1,1,1,,$65.00 ,18,0,90,0.26
3231295,Oceanfront one bedroom in Pacific Beach!,100%,t,t,Pacific Beach,92109,t,Apartment,Entire home/apt,2,1,1,1,,$199.00 ,71,14,98,1.07
3237318,Amazing 4Bed Bay Property,100%,f,f,Pacific Beach,92109,t,Condominium,Entire home/apt,10,2.5,3,4,,$139.00 ,204,38,90,3.03
3240726,South Park Contemporary,N/A,f,f,South Park,92102,t,House,Entire home/apt,4,1,1,2,,$165.00 ,27,0,97,0.4
3241905,Downtown Lovely Victorian Loft,100%,t,t,Sherman Heights,92102,t,Apartment,Entire home/apt,5,1,1,2,,$139.00 ,107,16,96,1.57
3248519,"Oceanfront Beach Home, 5 BR, 5.5 BA",0%,f,f,La Jolla,92037,f,House,Entire home/apt,10,5.5,5,5,,"$1,850.00 ",0,0,,
3250703,Ensenada Dreams E-21,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,4,1,1,1,,$290.00 ,3,1,80,0.06
3251071,Ensenada Dreams E-23,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,4,2,2,2,,$345.00 ,2,0,90,0.05
3251105,Rustic Beach Bungalow F-2,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,4,1,1,1,,$87.00 ,12,2,87,0.44
3251171,Cozy Beach Getaway K-2,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,6,2,2,4,,$327.00 ,1,0,100,0.06
3270262,Cozy Condo In The Heart of SD! ,N/A,f,f,Park West,92101,t,Apartment,Entire home/apt,2,1,1,1,,$99.00 ,18,0,88,0.26
3270414,"Ocean Beach, Ideal Location in SD",100%,f,t,Point Loma Heights,92107,f,House,Entire home/apt,6,2.5,3,3,,$220.00 ,15,1,99,0.22
3283764,Roomy Mid-City House with View,N/A,f,t,Swan Canyon,92105,t,House,Entire home/apt,10,1.5,3,4,,$182.00 ,12,1,96,0.18
3294164,*PRIVATE 1 BEDROOM BEACH HOME*DoD/GOV INCENTIVES!!,100%,t,f,Pacific Beach,92109,t,House,Entire home/apt,4,1,1,1,,$223.00 ,28,12,96,0.42
3301232,Mission Beach Getaway! Just Steps to the Beaches!!,100%,f,t,Mission Beach,92109,t,House,Entire home/apt,4,1,1,1,,$115.00 ,32,19,94,1.55
3303184,Adorable South Mission Studio 6- Sleeps 3-4,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,4,1,0,2,,$79.00 ,5,4,90,0.08
3303256,Adorable South Mission Studio 1- Sleeps 3,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,4,1,0,1,,$99.00 ,9,4,96,0.16
3310338,Private two-story guest house near Balboa Park,100%,t,t,North Park,92104,t,Guesthouse,Entire home/apt,2,1,1,1,,$89.00 ,177,22,98,2.61
3310803,Adorable South Mission Beach  Studios2- Sleeps 3-4,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,4,1,0,2,,$99.00 ,13,6,89,0.21
3310925,Adorable South Mission Beach Studio 4- Sleeps 3-4,100%,f,t,Mission Beach,92109,t,Apartment,Entire home/apt,3,1,0,1,,$99.00 ,18,9,81,0.29
3325889,Quiet Spanish style artist's house,N/A,f,t,Adams North,92116,t,House,Entire home/apt,4,1,2,2,,$265.00 ,2,2,80,0.32
3329423,Mission Hills 1 bedroom Loft,N/A,f,t,Hillcrest,92103,t,Apartment,Entire home/apt,3,1,1,1,,$225.00 ,4,0,95,0.06
3342508,Secluded Studio with Canyon View,100%,t,t,University Heights,92103,t,Guest suite,Entire home/apt,2,1,1,1,,$115.00 ,227,45,98,3.45
3354216,Half Moon Room,N/A,f,f,La Jolla,92037,t,House,Private room,2,1,1,1,,$100.00 ,12,0,98,0.18
3363247,Room share in a four-star facility,N/A,f,t,Barrio Logan,92103,t,Apartment,Shared room,2,1,1,1,,$165.00 ,0,0,,
3364074,San Diego Villa,99%,t,f,Hillcrest,92103,t,House,Entire home/apt,3,1,1,1,,$119.00 ,139,20,98,2.07
3369288,A Tranquil haven in San Diego,100%,t,t,Golden Hill,92102,t,House,Private room,1,1,1,1,,$125.00 ,13,2,100,0.2
3371998,Amazing private bedroom & restroom,75%,f,t,Pacific Beach,92109,t,Townhouse,Private room,2,1,1,1,,$65.00 ,16,4,96,0.28
3372198,Classy 2 Rooms in ideal location ,75%,f,t,Pacific Beach,92109,t,Townhouse,Private room,5,1.5,1,2,,$130.00 ,9,0,100,0.13
3376136,Home away from home - Rancho Bernardo,100%,f,t,Rancho Bernardo,92127,t,Townhouse,Private room,1,1,1,1,,$35.00 ,13,2,98,0.2
3380058,3 Levels + 60' of Water Frontage •  A/C,100%,f,t,Mission Beach,92109,t,Townhouse,Entire home/apt,16,5.5,6,12,,$795.00 ,2,0,80,0.04
3380581,Quaint urban farm in vibrant SD neighborhood,N/A,f,f,Grant Hill,92102,t,House,Entire home/apt,4,1,2,2,,$95.00 ,8,8,95,1.24
3382332,Lovely 2bd with Hot Tub and Awesome Backyard,N/A,f,t,Bay Park,92117,t,House,Entire home/apt,6,1,2,3,,$300.00 ,6,0,100,0.09
3386693,Ocean Beach Close to all,100%,t,t,Point Loma Heights,92107,t,House,Entire home/apt,4,1,1,1,,$99.00 ,182,39,97,2.7
3395190,2 bedroom Condo in Downtown,N/A,f,t,Marina,92101,t,Apartment,Entire home/apt,4,2,2,2,,$350.00 ,3,0,93,0.05
3404401,Family Friendly 2/2 Beach Home w/AC,97%,t,t,Ocean Beach,92107,t,House,Entire home/apt,4,2,2,2,,$184.00 ,244,44,98,3.83
3406282,Luxury 2BR/2 Bath Gaslamp Greatest Location Condo!,80%,t,t,Gaslamp,92101,t,Condominium,Entire home/apt,4,2,2,2,,$299.00 ,13,5,98,0.2
3413201,Charming Craftsman in San Diego,100%,t,t,Golden Hill,92102,t,House,Private room,1,1,1,1,,$100.00 ,16,5,100,0.24
3420350,Comic-con Bungalow,N/A,f,t,Normal Heights,92116,t,House,Entire home/apt,3,1,1,1,,$300.00 ,0,0,,
